bin/naive	naive	768	1	224.560100
bin/naive	naive	768	48	4.781945
bin/naive	naive	768	64	3.696137
bin/naive	naive	768	32	7.120533
bin/naive	naive	768	12	20.288280
bin/naive	naive	768	24	11.554993
bin/naive	naive	768	16	15.168229
bin/naive	naive	768	1	223.741672
bin/naive	naive	768	2	113.418666
bin/naive	naive	768	3	75.120283
bin/naive	naive	768	4	56.546863
bin/naive	naive	768	6	37.630418
bin/naive	naive	768	8	30.391018
bin/naive	naive	768	128	2.636723
bin/naive	naive	768	256	1.459882
bin/naive	naive	768	192	1.681864
